,Id,Name,Icon,DyeCount,ClassJobCategory,EquipSlotCategory
61,1619,림사 로민사 사병의 검,/i/030000/030495_hr1.png,0,38,1
62,1620,울다하 사병의 검,/i/030000/030495_hr1.png,0,38,1
63,1621,오래된 고블린 롱소드,/i/030000/030428_hr1.png,0,38,1
64,1622,철제 스파타,/i/030000/030402_hr1.png,0,38,1
65,1624,서리이빨,/i/030000/030406_hr1.png,0,38,1
66,1625,브로드소드,/i/030000/030497_hr1.png,0,38,1
67,1627,느릅나무 마쿠아후이틀,/i/030000/030419_hr1.png,0,38,1
68,1629,그리다니아 사병의 스파타,/i/030000/030449_hr1.png,0,38,1
69,1630,림사 로민사 사병의 스파타,/i/030000/030449_hr1.png,0,38,1
70,1631,울다하 사병의 스파타,/i/030000/030449_hr1.png,0,38,1
71,1632,종교재판관의 터크,/i/030000/030508_hr1.png,0,38,1
72,1633,강철 언월도,/i/030000/030434_hr1.png,0,38,1
73,1635,고풍스러운 바스타드소드,/i/030000/030509_hr1.png,0,38,1
74,1636,오래된 바람의 시미터,/i/030000/030425_hr1.png,0,38,1
75,1637,호두나무 마쿠아후이틀,/i/030000/030418_hr1.png,0,38,1
76,1639,강철 롱소드,/i/030000/030435_hr1.png,0,38,1
77,1641,불꽃혀,/i/030000/030430_hr1.png,0,38,1
78,1642,고블린 시미터,/i/030000/030426_hr1.png,0,38,1
79,1643,미스릴 브로드소드,/i/030000/030500_hr1.png,0,38,1
80,1645,그리다니아 마쿠아후이틀,/i/030000/030452_hr1.png,0,38,1
81,1646,림사 로민사 쇼트소드,/i/030000/030468_hr1.png,0,38,1
82,1647,울다하 언월도,/i/030000/030450_hr1.png,0,38,1
83,1648,고풍스러운 바이킹소드,/i/030000/030496_hr1.png,0,38,1
84,1649,고블린 롱소드,/i/030000/030429_hr1.png,0,38,1
85,1650,깃장식 마쿠아후이틀,/i/030000/030424_hr1.png,0,38,1
86,1652,고대의 검,/i/030000/030475_hr1.png,0,38,1
87,1653,그리다니아 스파타,/i/030000/030451_hr1.png,0,38,1
88,1654,림사 로민사 브로드소드,/i/030000/030499_hr1.png,0,38,1
89,1655,울다하 시미터,/i/030000/030431_hr1.png,0,38,1
90,1656,울다하 날개검,/i/030000/030439_hr1.png,0,38,1
91,1657,카츠발게르,/i/030000/030407_hr1.png,0,38,1
92,1659,샴시르,/i/030000/030453_hr1.png,0,38,1
93,1661,신전기사 언월도,/i/030000/030454_hr1.png,0,38,1
94,1662,토르문의 긍지,/i/030000/030440_hr1.png,0,38,1
95,1663,날개검,/i/030000/030436_hr1.png,0,38,1
96,1665,미완성 커르타나,/i/030000/030447_hr1.png,0,20,1
97,1666,거인석 롱소드,/i/030000/030448_hr1.png,0,38,1
98,1667,그리다니아 장교의 롱소드,/i/030000/030444_hr1.png,0,38,1
99,1668,림사 로민사 장교의 커틀러스,/i/030000/030443_hr1.png,0,38,1
100,1669,울다하 장교의 카츠발게르,/i/030000/030445_hr1.png,0,38,1
101,1670,바람의 시미터,/i/030000/030427_hr1.png,0,38,1
102,1671,이프리트 검,/i/030000/030437_hr1.png,0,38,1
103,1672,모그모그 검,/i/030000/030438_hr1.png,0,38,1
104,1673,갑옷 파괴검,/i/030000/030442_hr1.png,0,38,1
105,1674,가루다의 눈길,/i/030000/030441_hr1.png,0,38,1
106,1675,커르타나,/i/030000/030446_hr1.png,0,20,1
107,1676,베히모스의 칼,/i/033000/033863_hr1.png,0,93,13
108,1677,참철검,/i/030000/030476_hr1.png,0,38,1
109,1678,알라그 검,/i/030000/030477_hr1.png,0,38,1
110,1679,파괴의 검,/i/030000/030480_hr1.png,0,38,1
111,1680,낡은 호라,/i/031000/031004_hr1.png,0,41,13
112,1681,호라,/i/031000/031005_hr1.png,0,41,13
113,1682,히만테스,/i/031000/031008_hr1.png,0,41,13
114,1683,양뿔 서슬발톱,/i/031000/031052_hr1.png,0,41,13
115,1684,금속 너클,/i/031000/031013_hr1.png,0,41,13
116,1685,질긴 가죽 히만테스,/i/031000/031008_hr1.png,0,41,13
117,1686,황동 너클,/i/031000/031015_hr1.png,0,41,13
118,1688,세스터스,/i/031000/031009_hr1.png,0,41,13
119,1690,그리다니아 사병의 호라,/i/031000/031051_hr1.png,0,41,13
120,1691,림사 로민사 사병의 호라,/i/031000/031051_hr1.png,0,41,13
121,1692,울다하 사병의 호라,/i/031000/031051_hr1.png,0,41,13
122,1693,교관의 호라,/i/031000/031040_hr1.png,0,41,13
123,1694,가시 너클,/i/031000/031014_hr1.png,0,41,13
124,1696,울부짖는 발톱,/i/031000/031002_hr1.png,0,41,13
125,1697,두꺼비 세스터스,/i/031000/031012_hr1.png,0,41,13
126,1699,금속 서슬발톱,/i/031000/031019_hr1.png,0,41,13
127,1701,오래된 호라,/i/031000/031058_hr1.png,0,41,13
128,1702,그리다니아 사병의 세스터스,/i/031000/031041_hr1.png,0,41,13
129,1703,림사 로민사 사병의 세스터스,/i/031000/031041_hr1.png,0,41,13
130,1704,울다하 사병의 세스터스,/i/031000/031041_hr1.png,0,41,13
131,1705,불패의 너클,/i/031000/031037_hr1.png,0,41,13
132,1706,대왕게 호라,/i/031000/031007_hr1.png,0,41,13
133,1708,멧돼지 히만테스,/i/031000/031010_hr1.png,0,41,13
134,1710,여섯째 태양,/i/031000/031017_hr1.png,0,41,13
135,1711,미스릴 서슬발톱,/i/031000/031020_hr1.png,0,41,13
136,1713,그리다니아 너클,/i/031000/031042_hr1.png,0,41,13
137,1714,림사 로민사 바그나크,/i/031000/031043_hr1.png,0,41,13
138,1715,울다하 호라,/i/031000/031040_hr1.png,0,41,13
139,1716,등딱지 호라,/i/031000/031006_hr1.png,0,41,13
140,1718,자마다르,/i/031000/031059_hr1.png,0,41,13
141,1719,그리다니아 바그나크,/i/031000/031003_hr1.png,0,41,13
142,1720,그리다니아 호라,/i/031000/031024_hr1.png,0,41,13
143,1721,림사 로민사 너클,/i/031000/031017_hr1.png,0,41,13
144,1722,울다하 히만테스,/i/031000/031039_hr1.png,0,41,13
145,1723,코발트 너클,/i/031000/031018_hr1.png,0,41,13
146,1725,그리다니아 부사관의 파타,/i/031000/031029_hr1.png,0,41,13
147,1726,림사 로민사 부사관의 갈고리,/i/031000/031028_hr1.png,0,41,13
148,1727,울다하 부사관의 파타,/i/031000/031030_hr1.png,0,41,13
149,1728,독뿔도마뱀 세스터스,/i/031000/031011_hr1.png,0,41,13
150,1730,신록의 호라,/i/031000/031038_hr1.png,0,41,13
151,1731,사이먼의 꿀따개 서슬발톱,/i/031000/031025_hr1.png,0,41,13
152,1732,고풍스러운 호라,/i/031000/031060_hr1.png,0,41,13
153,1733,코발트 서슬발톱,/i/031000/031021_hr1.png,0,41,13
154,1735,미완성 스파이라이,/i/031000/031035_hr1.png,0,21,13
155,1736,거인석 서슬발톱,/i/031000/031036_hr1.png,0,41,13
156,1737,그리다니아 장교의 서슬발톱,/i/031000/031032_hr1.png,0,41,13
157,1738,림사 로민사 장교의 갈고리,/i/031000/031031_hr1.png,0,41,13
158,1739,울다하 장교의 자마다르,/i/031000/031033_hr1.png,0,41,13
159,1740,야수의 세스터스,/i/031000/031061_hr1.png,0,41,13
160,1741,이프리트 서슬발톱,/i/031000/031022_hr1.png,0,41,13
161,1742,모그모그 주먹,/i/031000/031023_hr1.png,0,41,13
162,1743,복수자,/i/031000/031027_hr1.png,0,41,13
163,1744,가루다의 발톱,/i/031000/031026_hr1.png,0,41,13
164,1745,타이탄 너클,/i/031000/031063_hr1.png,0,41,13
165,1746,스파이라이,/i/031000/031034_hr1.png,0,21,13
166,1747,알라그 바그나크,/i/031000/031062_hr1.png,0,41,13
167,1748,지옥의 발톱,/i/031000/031067_hr1.png,0,41,13
168,1749,낡은 전쟁도끼,/i/031000/031409_hr1.png,0,44,13
169,1750,전쟁도끼,/i/031000/031401_hr1.png,0,44,13
170,1751,양날도끼,/i/031000/031403_hr1.png,0,44,13
171,1752,구름문양 도끼,/i/031000/031407_hr1.png,0,44,13
172,1753,징 박힌 양날도끼,/i/031000/031405_hr1.png,0,44,13
173,1754,철제 전쟁도끼,/i/031000/031402_hr1.png,0,44,13
174,1756,철제 양날도끼,/i/031000/031404_hr1.png,0,44,13
175,1758,지옥불 도끼,/i/031000/031408_hr1.png,0,44,13
176,1760,그리다니아 사병의 도끼,/i/031000/031462_hr1.png,0,44,13
177,1761,림사 로민사 사병의 도끼,/i/031000/031462_hr1.png,0,44,13
178,1762,울다하 사병의 도끼,/i/031000/031462_hr1.png,0,44,13
179,1763,교관의 낫도끼,/i/031000/031461_hr1.png,0,44,13
180,1764,낫도끼,/i/031000/031416_hr1.png,0,44,13
181,1766,번개폭풍 도끼,/i/031000/031413_hr1.png,0,44,13
182,1768,느릅나무 왕의 엄니,/i/031000/031419_hr1.png,0,44,13
183,1769,징 박힌 강철 양날도끼,/i/031000/031422_hr1.png,0,44,13
184,1771,오래된 낫도끼,/i/031000/031417_hr1.png,0,44,13
185,1772,그리다니아 사병의 양날도끼,/i/031000/031450_hr1.png,0,44,13
186,1773,림사 로민사 사병의 양날도끼,/i/031000/031450_hr1.png,0,44,13
187,1774,울다하 사병의 양날도끼,/i/031000/031450_hr1.png,0,44,13
188,1775,그을린 도끼,/i/031000/031446_hr1.png,0,44,13
189,1776,강철 긴날도끼,/i/031000/031425_hr1.png,0,44,13
190,1778,강철 굽은날도끼,/i/031000/031424_hr1.png,0,44,13
191,1780,멧돼지 사냥도끼,/i/031000/031414_hr1.png,0,44,13
192,1781,징 박힌 미스릴 양날도끼,/i/031000/031423_hr1.png,0,44,13
193,1783,그리다니아 낫도끼,/i/031000/031445_hr1.png,0,44,13
194,1784,림사 로민사 전쟁도끼,/i/031000/031449_hr1.png,0,44,13
195,1785,울다하 굽은날도끼,/i/031000/031444_hr1.png,0,44,13
196,1786,미스릴 굽은날도끼,/i/031000/031448_hr1.png,0,44,13
197,1788,철의 무희,/i/031000/031467_hr1.png,0,44,13
198,1789,그리다니아 양날도끼,/i/031000/031430_hr1.png,0,44,13
199,1790,림사 로민사 굽은날도끼,/i/031000/031420_hr1.png,0,44,13
200,1791,림사 로민사 낫도끼,/i/031000/031429_hr1.png,0,44,13
201,1792,울다하 긴날도끼,/i/031000/031443_hr1.png,0,44,13
202,1793,그리다니아 부사관의 도끼,/i/031000/031435_hr1.png,0,44,13
203,1794,림사 로민사 부사관의 도끼,/i/031000/031434_hr1.png,0,44,13
204,1795,울다하 부사관의 도끼,/i/031000/031436_hr1.png,0,44,13
205,1796,해적 긴날도끼,/i/031000/031426_hr1.png,0,44,13
206,1798,카노푸스 낫도끼,/i/031000/031421_hr1.png,0,44,13
207,1799,시볼드의 손길,/i/031000/031431_hr1.png,0,44,13
208,1800,고풍스러운 낫도끼,/i/031000/031418_hr1.png,0,44,13
209,1801,반월 굽은날도끼,/i/031000/031447_hr1.png,0,44,13
210,1803,징 박힌 코발트 양날도끼,/i/031000/031459_hr1.png,0,44,13
211,1805,미완성 브라부라,/i/031000/031441_hr1.png,0,22,13
212,1806,거인석 전쟁도끼,/i/031000/031442_hr1.png,0,44,13
213,1807,그리다니아 장교의 긴날도끼,/i/031000/031438_hr1.png,0,44,13
214,1808,림사 로민사 장교의 양날도끼,/i/031000/031437_hr1.png,0,44,13
215,1809,울다하 장교의 도끼,/i/031000/031439_hr1.png,0,44,13
216,1810,오랑캐의 긴날도끼,/i/031000/031415_hr1.png,0,44,13
217,1811,이프리트 전투도끼,/i/031000/031427_hr1.png,0,44,13
218,1812,모그모그 도끼,/i/031000/031428_hr1.png,0,44,13
219,1813,광란의 돌격,/i/031000/031433_hr1.png,0,44,13
220,1814,가루다의 외침,/i/031000/031432_hr1.png,0,44,13
221,1815,타이탄 도끼,/i/031000/031468_hr1.png,0,44,13
222,1816,브라부라,/i/031000/031440_hr1.png,0,22,13
223,1817,알라그 전투도끼,/i/031000/031469_hr1.png,0,44,13
224,1818,더블 하켄,/i/031000/031473_hr1.png,0,44,13
225,1819,낡은 창,/i/031000/031816_hr1.png,0,47,13
226,1820,작살창,/i/031000/031810_hr1.png,0,47,13
227,1821,창,/i/031000/031806_hr1.png,0,47,13
228,1822,양뿔 작살창,/i/031000/031810_hr1.png,0,47,13
229,1823,깃털 작살창,/i/031000/031811_hr1.png,0,47,13
230,1824,황동 창,/i/031000/031815_hr1.png,0,47,13
231,1825,철제 창,/i/031000/031807_hr1.png,0,47,13
232,1827,랜스,/i/031000/031803_hr1.png,0,47,13
233,1829,그리다니아 사병의 작살창,/i/031000/031858_hr1.png,0,47,13
234,1830,림사 로민사 사병의 작살창,/i/031000/031858_hr1.png,0,47,13
235,1831,울다하 사병의 작살창,/i/031000/031858_hr1.png,0,47,13
236,1832,교관의 갈래창,/i/031000/031845_hr1.png,0,47,13
237,1833,갈고리창,/i/031000/031817_hr1.png,0,47,13
238,1835,진홍빛 파도,/i/031000/031819_hr1.png,0,47,13
239,1836,은제 갈래창,/i/031000/031827_hr1.png,0,47,13
240,1838,미늘창,/i/031000/031809_hr1.png,0,47,13
241,1840,오래된 갈고리창,/i/031000/031822_hr1.png,0,47,13
242,1841,그리다니아 사병의 창,/i/031000/031849_hr1.png,0,47,13
243,1842,림사 로민사 사병의 창,/i/031000/031849_hr1.png,0,47,13
244,1843,울다하 사병의 창,/i/031000/031849_hr1.png,0,47,13
245,1844,파도 분쇄창,/i/031000/031847_hr1.png,0,47,13
246,1845,강철 창,/i/031000/031828_hr1.png,0,47,13
247,1847,강철 중기창,/i/031000/031825_hr1.png,0,47,13
248,1849,갑옷 분쇄창,/i/031000/031823_hr1.png,0,47,13
249,1850,긴다리거미 작살창,/i/031000/031813_hr1.png,0,47,13
250,1852,그리다니아 갈래창,/i/031000/031845_hr1.png,0,47,13
251,1853,림사 로민사 갈고리창,/i/031000/031848_hr1.png,0,47,13
252,1854,울다하 미늘창,/i/031000/031823_hr1.png,0,47,13
253,1855,미스릴 랜스,/i/031000/031826_hr1.png,0,47,13
254,1857,비룡의 창,/i/031000/031865_hr1.png,0,47,13
255,1858,그리다니아 작살창,/i/031000/031801_hr1.png,0,47,13
256,1859,림사 로민사 미늘창,/i/031000/031824_hr1.png,0,47,13
257,1860,림사 로민사 랜스,/i/031000/031805_hr1.png,0,47,13
258,1861,울다하 갈고리창,/i/031000/031833_hr1.png,0,47,13
259,1862,코발트 미늘창,/i/031000/031846_hr1.png,0,47,13
260,1864,그리다니아 부사관의 창,/i/031000/031837_hr1.png,0,47,13
261,1865,림사 로민사 부사관의 창,/i/031000/031836_hr1.png,0,47,13
262,1866,울다하 부사관의 창,/i/031000/031838_hr1.png,0,47,13
263,1867,삼지창,/i/031000/031829_hr1.png,0,47,13
264,1869,카노푸스 갈고리창,/i/031000/031821_hr1.png,0,47,13
265,1870,게르발드의 붉은 가시,/i/031000/031802_hr1.png,0,47,13
266,1871,고풍스러운 갈고리창,/i/031000/031817_hr1.png,0,47,13
267,1872,수사슴 갈고리창,/i/031000/031830_hr1.png,0,47,13
268,1874,미완성 게 볼그,/i/031000/031843_hr1.png,0,23,13
269,1875,거인석 삼지창,/i/031000/031844_hr1.png,0,47,13
270,1876,그리다니아 장교의 창,/i/031000/031840_hr1.png,0,47,13
271,1877,림사 로민사 장교의 삼지창,/i/031000/031839_hr1.png,0,47,13
272,1878,울다하 장교의 창,/i/031000/031841_hr1.png,0,47,13
273,1879,승리자의 랜스,/i/031000/031820_hr1.png,0,47,13
274,1880,이프리트 작살창,/i/031000/031831_hr1.png,0,47,13
275,1881,모그모그 갈래창,/i/031000/031832_hr1.png,0,47,13
276,1882,오벨리스크,/i/031000/031835_hr1.png,0,47,13
277,1883,가루다의 부리,/i/031000/031834_hr1.png,0,47,13
278,1884,타이탄 창,/i/031000/031866_hr1.png,0,47,13
279,1885,게 볼그,/i/031000/031842_hr1.png,0,23,13
280,1886,뇌운,/i/031000/031867_hr1.png,0,47,13
281,1887,알라그 창,/i/031000/031868_hr1.png,0,47,13
282,1888,홀리 랜스,/i/031000/031871_hr1.png,0,47,13
283,1889,낡은 단궁,/i/032000/032204_hr1.png,0,50,13
284,1890,심판자의 활,/i/032000/032254_hr1.png,0,50,13
285,1891,단궁,/i/032000/032201_hr1.png,0,50,13
286,1892,장궁,/i/032000/032205_hr1.png,0,50,13
287,1893,강화 단궁,/i/032000/032203_hr1.png,0,50,13
288,1894,가죽 덧댄 장궁,/i/032000/032207_hr1.png,0,50,13
289,1895,물푸레나무 단궁,/i/032000/032202_hr1.png,0,50,13
290,1897,느릅나무 활,/i/032000/032206_hr1.png,0,50,13
291,1899,가벼운 느릅나무 활,/i/032000/032209_hr1.png,0,50,13
292,1901,교관의 장갑궁,/i/032000/032242_hr1.png,0,50,13
293,1902,그리다니아 사병의 단궁,/i/032000/032255_hr1.png,0,50,13
294,1903,림사 로민사 사병의 단궁,/i/032000/032255_hr1.png,0,50,13
295,1904,울다하 사병의 단궁,/i/032000/032255_hr1.png,0,50,13
296,1905,가죽 덧댄 느릅나무 활,/i/032000/032208_hr1.png,0,50,13
297,1907,부엉이 활,/i/032000/032219_hr1.png,0,50,13
298,1908,합성궁,/i/032000/032215_hr1.png,0,50,13
299,1910,오래된 활,/i/032000/032261_hr1.png,0,50,13
300,1911,그리다니아 사병의 활,/i/032000/032242_hr1.png,0,50,13
301,1912,림사 로민사 사병의 활,/i/032000/032242_hr1.png,0,50,13
302,1913,울다하 사병의 활,/i/032000/032242_hr1.png,0,50,13
303,1914,유킬의 간계,/i/032000/032223_hr1.png,0,50,13
304,1915,물푸레나무 기수궁,/i/032000/032212_hr1.png,0,50,13
305,1917,떡갈나무 장궁,/i/032000/032226_hr1.png,0,50,13
306,1919,둥지털이,/i/032000/032222_hr1.png,0,50,13
307,1920,미스릴 기수궁,/i/032000/032224_hr1.png,0,50,13
308,1922,그리다니아 장궁,/i/032000/032243_hr1.png,0,50,13
309,1923,림사 로민사 합성궁,/i/032000/032244_hr1.png,0,50,13
310,1924,울다하 단궁,/i/032000/032241_hr1.png,0,50,13
311,1925,떡갈나무 합성궁,/i/032000/032214_hr1.png,0,50,13
312,1927,그림자 활,/i/032000/032262_hr1.png,0,50,13
313,1928,그리다니아 단궁,/i/032000/032219_hr1.png,0,50,13
314,1929,림사 로민사 활,/i/032000/032245_hr1.png,0,50,13
315,1930,울다하 장궁,/i/032000/032222_hr1.png,0,50,13
316,1931,울다하 합성궁,/i/032000/032216_hr1.png,0,50,13
317,1932,코발트 기수궁,/i/032000/032225_hr1.png,0,50,13
318,1934,그리다니아 부사관의 활,/i/032000/032233_hr1.png,0,50,13
319,1935,림사 로민사 부사관의 활,/i/032000/032232_hr1.png,0,50,13
320,1936,울다하 부사관의 활,/i/032000/032234_hr1.png,0,50,13
321,1937,주목나무 장궁,/i/032000/032221_hr1.png,0,50,13
322,1939,신록의 단궁,/i/032000/032220_hr1.png,0,50,13
323,1940,알레손의 노래,/i/032000/032229_hr1.png,0,50,13
324,1941,고풍스러운 활,/i/032000/032263_hr1.png,0,50,13
325,1942,대왕게 활,/i/032000/032217_hr1.png,0,50,13
326,1944,미완성 아르테미스의 활,/i/032000/032239_hr1.png,0,24,13
327,1945,거인석 장궁,/i/032000/032240_hr1.png,0,50,13
328,1946,그리다니아 장교의 활,/i/032000/032236_hr1.png,0,50,13
329,1947,림사 로민사 장교의 활,/i/032000/032235_hr1.png,0,50,13
330,1948,울다하 장교의 활,/i/032000/032237_hr1.png,0,50,13
331,1949,긴자루 합성궁,/i/032000/032216_hr1.png,0,50,13
332,1950,이프리트 활,/i/032000/032227_hr1.png,0,50,13
333,1951,모그모그 활,/i/032000/032228_hr1.png,0,50,13
334,1952,가루다의 기개,/i/032000/032230_hr1.png,0,50,13
335,1953,사릉가,/i/032000/032231_hr1.png,0,50,13
336,1954,타이탄 활,/i/032000/032264_hr1.png,0,50,13
337,1955,아르테미스의 활,/i/032000/032238_hr1.png,0,24,13
338,1956,알라그 합성궁,/i/032000/032265_hr1.png,0,50,13
339,1957,요정의 활,/i/032000/032268_hr1.png,0,50,13
340,1958,마법봉,/i/032000/032401_hr1.png,0,53,1
341,1959,강화 마법봉,/i/032000/032401_hr1.png,0,53,1
342,1960,어린잎 마법봉,/i/032000/032403_hr1.png,0,53,1
343,1961,물푸레나무 마법봉,/i/032000/032402_hr1.png,0,53,1
344,1963,어린잎 물푸레나무 마법봉,/i/032000/032403_hr1.png,0,53,1
345,1965,강화 물푸레나무 마법봉,/i/032000/032402_hr1.png,0,53,1
346,1967,주목나무 마법봉,/i/032000/032411_hr1.png,0,53,1
347,1969,어린잎 주목나무 마법봉,/i/032000/032404_hr1.png,0,53,1
348,1971,어린잎 떡갈나무 마법봉,/i/032000/032424_hr1.png,0,53,1
349,1973,울다하 마법봉,/i/032000/032418_hr1.png,0,53,1
350,1974,얼음 마법봉,/i/032000/032410_hr1.png,0,53,1
351,1976,땅 마법봉,/i/032000/032408_hr1.png,0,53,1
352,1978,물 마법봉,/i/032000/032409_hr1.png,0,53,1
353,1980,그리다니아 마법봉,/i/032000/032419_hr1.png,0,53,1
354,1981,불 마법봉,/i/032000/032405_hr1.png,0,53,1
355,1983,바람 마법봉,/i/032000/032406_hr1.png,0,53,1
356,1985,번개 마법봉,/i/032000/032407_hr1.png,0,53,1
357,1987,어린잎 자단나무 마법봉,/i/032000/032412_hr1.png,0,53,1
358,1989,그리다니아 장교의 마법봉,/i/032000/032416_hr1.png,0,53,1
359,1990,림사 로민사 장교의 마법봉,/i/032000/032415_hr1.png,0,53,1
360,1991,울다하 장교의 마법봉,/i/032000/032417_hr1.png,0,53,1
361,1992,모그모그 백합,/i/032000/032413_hr1.png,0,53,1
362,1993,가루다의 흉계,/i/032000/032414_hr1.png,0,53,1
363,1994,타이탄 지팡이,/i/032000/032433_hr1.png,0,53,13
364,1995,낡은 지팡이,/i/032000/032611_hr1.png,0,53,13
365,1996,지팡이,/i/032000/032601_hr1.png,0,53,13
366,1997,홀장,/i/032000/032607_hr1.png,0,53,13
367,1998,뿌리지팡이,/i/032000/032613_hr1.png,0,53,13
368,2000,느릅나무 지팡이,/i/032000/032602_hr1.png,0,53,13
369,2002,느릅나무 홀장,/i/032000/032609_hr1.png,0,53,13
370,2004,주목나무 뿌리지팡이,/i/032000/032613_hr1.png,0,53,13
371,2006,교관의 홀장,/i/032000/032629_hr1.png,0,53,13
372,2007,그리다니아 사병의 지팡이,/i/032000/032646_hr1.png,0,53,13
373,2008,림사 로민사 사병의 지팡이,/i/032000/032646_hr1.png,0,53,13
374,2009,울다하 사병의 지팡이,/i/032000/032646_hr1.png,0,53,13
375,2010,목동의 주목나무 지팡이,/i/032000/032603_hr1.png,0,53,13
376,2011,주목나무 홀장,/i/032000/032609_hr1.png,0,53,13
377,2013,바울레 가면,/i/032000/032619_hr1.png,0,53,13
378,2014,오래된 지팡이,/i/032000/032611_hr1.png,0,53,13
379,2015,호두나무 지팡이,/i/032000/032604_hr1.png,0,53,13
380,2017,그리다니아 사병의 홀장,/i/032000/032629_hr1.png,0,53,13
381,2018,림사 로민사 사병의 홀장,/i/032000/032629_hr1.png,0,53,13
382,2019,울다하 사병의 홀장,/i/032000/032629_hr1.png,0,53,13
383,2020,달랑드르의 마음,/i/032000/032631_hr1.png,0,53,13
384,2021,까마귀깃 홀장,/i/032000/032610_hr1.png,0,53,13
